Person Name,Document Name
Col Stevens Assistant Secretary of the Navy McAdoo ,68059-original.txt
McKinley ,68059-original.txt
Stevens ,68059-original.txt
David H Hill ,68059-original.txt
Thurber ,68075-original.txt
Lamont ,68075-original.txt
Bissell ,68076-original.txt
Bissell ,68076-original.txt
Lamont ,68076-original.txt
John Seager ,68076-original.txt
Henry T THurber ,68076-original.txt
McKinley ,68077-original.txt
Mimms ,68078-original.txt
Mimms ,68078-original.txt
Evans ,68078-original.txt
Mimms ,68078-original.txt
Caffery ,68079-original.txt
Caffery ,68079-original.txt
John Y McKanes Pardon ,68080-original.txt
Hill Gov Flower ,68080-original.txt
John Y McKane ,68080-original.txt
Mc Kane ,68080-original.txt
J C Foster ,68081-original.txt
Bonebrake ,68081-original.txt
Severy ,68081-original.txt
Alden Speare ,68081-original.txt
Grosscup ,68082-original.txt
Jenkins ,68082-original.txt
Messrs Payne Rouse ,68082-original.txt
Oakes ,68082-original.txt
Augustus Jenkins ,68083-original.txt
James ,68083-original.txt
Elisha Roberts ,68083-original.txt
Herbert Guy ,68083-original.txt
James A Jassel ,68083-original.txt
Bayard ,68084-original.txt
Hon Thomas ,68084-original.txt
Gresham ,68084-original.txt
Herbert ,68084-original.txt
Isaac Clauz ,68085-original.txt
Clauz ,68085-original.txt
Patterson ,68085-original.txt
Patterson ,68085-original.txt
Clauz ,68085-original.txt
Mrs Rosa Winkle ,68086-original.txt
Alma L Coddington ,68086-original.txt
Frederick Fitzgrealdof ,68087-original.txt
Samuel ,68087-original.txt
Katherine Perina ,68090-original.txt
William A Ryan ,68091-original.txt
Mary ,68091-original.txt
Morris Guiry ,68091-original.txt
Guiry ,68091-original.txt
Chesebrough ,68093-original.txt
Gearge Walton Green ,68093-original.txt
Robert A Chesebrough ,68093-original.txt
Green ,68093-original.txt
F R Coudert ,68093-original.txt
Green ,68093-original.txt
Chesebroughs ,68093-original.txt
Chese ,68093-original.txt
Chese ,68093-original.txt
Chesebrough ,68093-original.txt
W B Hornblower ,68093-original.txt
Green ,68093-original.txt
Chesebrough ,68093-original.txt
Green ,68093-original.txt
Chesebrough ,68093-original.txt
Green ,68093-original.txt
Hornblower ,68093-original.txt
Green ,68093-original.txt
Chesebrough ,68093-original.txt
Chesebrough ,68093-original.txt
Green ,68093-original.txt
Wilson ,68093-original.txt
Green ,68093-original.txt
Chesebrough ,68093-original.txt
Chesebrough ,68093-original.txt
Green ,68093-original.txt
Chesebrough ,68093-original.txt
Chesebrough ,68093-original.txt
McKinley ,68093-original.txt
Chesebrough ,68093-original.txt
Green ,68093-original.txt
Chesebrough ,68093-original.txt
Chesebrough ,68093-original.txt
Hugh Grant ,68093-original.txt
Green ,68093-original.txt
Chesebrough ,68093-original.txt
Green ,68093-original.txt
Goff ,68093-original.txt
Hornblower ,68093-original.txt
Green ,68093-original.txt
Chesebrough ,68093-original.txt
Hornblower ,68093-original.txt
Francis M Scott ,68093-original.txt
Green ,68093-original.txt
Chesebrough ,68093-original.txt
Hornblower ,68093-original.txt
Moses Maddox Tate ,68094-original.txt
Tom Watson ,68094-original.txt
Carey Thornton ,68094-original.txt
Charles L Moses ,68094-original.txt
Moses ,68094-original.txt
Tom Watson ,68094-original.txt
Watson ,68094-original.txt
Speer ,68094-original.txt
Roney ,68094-original.txt
Watson ,68094-original.txt
Keating ,68095-original.txt
Alderman ,68095-original.txt
Alderman ,68095-original.txt
Keating ,68095-original.txt
Wright ,68096-original.txt
Mrs Wright ,68096-original.txt
Gilpin ,68096-original.txt
Waite ,68096-original.txt
Ken ,68096-original.txt
Waite ,68096-original.txt
Waite ,68096-original.txt
Jim Belford ,68096-original.txt
Waite ,68096-original.txt
Waite ,68096-original.txt
HAGEMAN ,68097-original.txt
Hageman ,68097-original.txt
Hageman ,68097-original.txt
Hagemean ,68097-original.txt
John Boyd Thacher ,68100-original.txt
Charles R De Freest ,68100-original.txt
Uncle Hackett ,68100-original.txt
Hill ,68100-original.txt
John Boyd Thacher ,68100-original.txt
De Freest ,68100-original.txt
Len Wager ,68100-original.txt
Uncle Deacon Hackett ,68100-original.txt
Morton ,68100-original.txt
Hon Chauncey M Depew ,68100-original.txt
Hon Horace C Duval ,68100-original.txt
Republucan ,68100-original.txt
Lieut Col Duval ,68100-original.txt
Depew ,68100-original.txt
Duval ,68100-original.txt
Depew ,68100-original.txt
Charley De Freest ,68100-original.txt
Deacon Hackett ,68100-original.txt
Troy ,68100-original.txt
Deacon Hackett ,68100-original.txt
Len Wager ,68100-original.txt
God ,68100-original.txt
Chauncey Depew ,68100-original.txt
Deacon Hackett ,68100-original.txt
JOhn Finnegan ,68102-original.txt
Tim Sullivan ,68102-original.txt
Voorhis ,68102-original.txt
Edward Coggy ,68104-original.txt
Coggy ,68104-original.txt
Duane ,68104-original.txt
Cooney ,68104-original.txt
Hoefel ,68104-original.txt
Mrs Loefner ,68104-original.txt
Hoefel ,68104-original.txt
Hoefel ,68104-original.txt
Guntlich ,68104-original.txt
Mrs Loefner ,68104-original.txt
Hoefel ,68104-original.txt
Mrs Schmaus He ,68104-original.txt
MR Hoefel ,68104-original.txt
William Steinway Hoefel ,68104-original.txt
Mrs Loefner ,68104-original.txt
Mrs Hoefners ,68104-original.txt
Hoefel ,68104-original.txt
Hoefel ,68104-original.txt
McCosh ,68106-original.txt
James McCosh ,68106-original.txt
Wyckoff ,68106-original.txt
John A Logan ,68107-original.txt
George W C Drexel ,68107-original.txt
Moulton Pow ,68107-original.txt
Bloodgood Theodore Cuyler Patterson ,68107-original.txt
Tritby ,68107-original.txt
J Sampson ,68107-original.txt
Youngs ,68107-original.txt
Charles R Diffendorfer ,68107-original.txt
Chester ,68107-original.txt
John ,68107-original.txt
Tony James K Maddox Warrebton Va ,68107-original.txt
John A Logan ,68107-original.txt
George W C Drexel ,68107-original.txt
James C ,68107-original.txt
Tim Burr ,68107-original.txt
Redmond C Stewart ,68107-original.txt
Bard ,68107-original.txt
Mollie Gorge ,68107-original.txt
Howland ,68107-original.txt
Mollie George ,68107-original.txt
OBITUARY Renshaw Mason Jones ,68108-original.txt
Mrs Mason Renshaw Jones ,68108-original.txt
Jones ,68108-original.txt
Jones ,68108-original.txt
Jones ,68108-original.txt
Jones ,68108-original.txt
Mrs Mason Jones ,68108-original.txt
Jones ,68108-original.txt
Mrs William E ISelin ,68108-original.txt
Mrs Lewis Cruger Hassell ,68108-original.txt
Mason Renshaw Jones ,68108-original.txt
Mrs Arthur MAson Jones ,68108-original.txt
Lewis Colford Jones ,68108-original.txt
Renshaw Jones ,68108-original.txt
Renshaw Mason Jones ,68108-original.txt
William Ernest Eigenbrodt ,68108-original.txt
Lewis Ernest Andrew Eigenbrodt ,68108-original.txt
Eigenbrodt ,68108-original.txt
Eugene ,68108-original.txt
Eigenbrodt ,68108-original.txt
Eigenbrodt ,68108-original.txt
William R Leeds ,68108-original.txt
Leeds ,68108-original.txt
Grant ,68108-original.txt
William A McElwain ,68108-original.txt
McElwain ,68108-original.txt
McElwain ,68108-original.txt
Timothy M Ingraham ,68108-original.txt
Naney Judosn Sanford ,68108-original.txt
Henry Sanford ,68108-original.txt
Prof Samuels Sanfod ,68108-original.txt
Sanford ,68108-original.txt
John Donnelly ,68108-original.txt
Mason ,68108-original.txt
Donnelly ,68108-original.txt
Connell ,68108-original.txt
Prof Leyden ,68110-original.txt
Rustchuk ,68110-original.txt
Vannowski ,68110-original.txt
Cas imir Perier ,68110-original.txt
Casimir Perier ,68110-original.txt
Alexander ,68110-original.txt
Nicholas ,68110-original.txt
Alexander ,68110-original.txt
Dupuy ,68110-original.txt
Nicholas ,68110-original.txt
Majesty M Burdeau ,68110-original.txt
Czar ,68110-original.txt
Burdeau ,68110-original.txt
Francis Joseph ,68110-original.txt
Herr Chinmetsky ,68110-original.txt
Herr Lewakouski ,68110-original.txt
Mac Veagh ,68110-original.txt
Bardon de Marochetti ,68110-original.txt
Humbert ,68110-original.txt
Nicholas ,68110-original.txt
Alexander ,68111-original.txt
Leyden ,68111-original.txt
Alix ,68111-original.txt
Olga ,68111-original.txt
Levden ,68111-original.txt
Duchess Elizabeth ,68111-original.txt
LEyden ,68111-original.txt
Leyden ,68111-original.txt
Czarewitch ,68111-original.txt
Alix ,68111-original.txt
Zachharm ,68111-original.txt
Nicholas ,68111-original.txt
Duke George ,68111-original.txt
Nicholas ,68111-original.txt
Hans Sachs the Ger ,68114-original.txt
Hans Sachs ,68114-original.txt
Charlton T Lewis ,68114-original.txt
Prof Hewett ,68114-original.txt
Vincent ,68114-original.txt
Hans Sachs ,68114-original.txt
Prof Palmer ,68114-original.txt
Hans Sachs ,68114-original.txt
Prof Werner ,68114-original.txt
Hans Sachs ,68114-original.txt
Frank Damrossch ,68114-original.txt
Hans Sachs ,68114-original.txt
Madagascsar ,68115-original.txt
Jones ,68120-original.txt
Woods ,68120-original.txt
Woods ,68120-original.txt
Harry Jones ,68120-original.txt
Jones ,68120-original.txt
Carley ,68120-original.txt
Jones ,68120-original.txt
Jones ,68120-original.txt
Jockey Club ,68120-original.txt
J M Taylor J M Freeman ,68125-original.txt
J B Stoddard ,68125-original.txt
Hempstead Don ,68125-original.txt
Mayfield ,68125-original.txt
Belle ,68125-original.txt
Deverauxs Tamarack Jr ,68125-original.txt
Rex Fast Roderick ,68125-original.txt
Rex ,68125-original.txt
Hal Braden ,68125-original.txt
Hal Braden ,68125-original.txt
Don ,68125-original.txt
Don ,68125-original.txt
Peg ,68125-original.txt
Lady Peg II ,68125-original.txt
Hempstead Farms Don ,68125-original.txt
Norah Forth Jack Scott ,68125-original.txt
Nellie Fox Cy ,68125-original.txt
Tony ,68125-original.txt
Haroard ,68125-original.txt
Lady Mildred ,68125-original.txt
Sam Jones ,68134-original.txt
Sam ,68134-original.txt
Ive ,68140-original.txt
Jack ,68140-original.txt
Adam ,68140-original.txt
CHARLES ROBIN SON ,68147-original.txt
ROBINSON ,68147-original.txt
Sara ,68147-original.txt
PATRICK ,68147-original.txt
KERWIN ,68147-original.txt
McKINLEY ,68147-original.txt
ROB INSON ,68147-original.txt
HUGH J GRANT ,68155-original.txt
HUGH J GRANT ,68155-original.txt
Maria Kiralfy ,68169-original.txt
Imre Kiralfy ,68169-original.txt
Freedman ,68169-original.txt
Victoria Very ,68169-original.txt
Mason ,68171-original.txt
Lillian Russel ,68186-original.txt
Richard Barker ,68186-original.txt
Russel ,68186-original.txt
Hubert Wilke Digby Bell ,68186-original.txt
Laura Joyce Miss Annie Meyers ,68186-original.txt
ALEENAS ,68187-original.txt
Dunham ,68187-original.txt
Henry McAleenan ,68187-original.txt
Hugh J Grant ,68187-original.txt
Mrs Dunhan ,68187-original.txt
McAleenan ,68187-original.txt
Ehrlich ,68187-original.txt
George Com ,68187-original.txt
Aleenan ,68187-original.txt
Banjamin Rosenthal ,68190-original.txt
Dion W Burke ,68190-original.txt
Charles F Reichers ,68190-original.txt
Meyer Schoenfeld ,68190-original.txt
Samuel Gompers ,68190-original.txt
Pinker ,68190-original.txt
Francis J Callaman ,68192-original.txt
Francis J Callaman ,68192-original.txt
Callanan ,68192-original.txt
Decker ,68192-original.txt
Callanan ,68192-original.txt
Callaman ,68192-original.txt
Decker ,68192-original.txt
Callanan ,68192-original.txt
Decker ,68192-original.txt
Callanan ,68192-original.txt
Callahan ,68192-original.txt
Marion M Miller ,68193-original.txt
Thomas Winsor ,68193-original.txt
John A Cairns ,68195-original.txt
Henry W Longfellow ,68198-original.txt
Koster ,68199-original.txt
Osca Hammersten ,68199-original.txt
Gilder ,68199-original.txt
Haminerstein ,68199-original.txt
Koster ,68199-original.txt
Bial ,68199-original.txt
Montgomery ,68201-original.txt
Henry C Adams ,68202-original.txt
Mrs Francis Rosell ,68202-original.txt
Thomas W Cornell ,68202-original.txt
Henry B Paine Mrs Rosell ,68202-original.txt
Pough ,68202-original.txt
Thomas W Cornell ,68202-original.txt
Mrs Rosell ,68202-original.txt
Charles Rosell ,68202-original.txt
Egbert W Cornell ,68202-original.txt
Rosell Phoebe E Cornell ,68202-original.txt
William Ost ,68203-original.txt
Morris ,68203-original.txt
Ost ,68203-original.txt
Ost ,68203-original.txt
J Stocker ,68204-original.txt
Dudgeon ,68204-original.txt
Dixon Irwin ,68205-original.txt
Dixon ,68205-original.txt
Locke ,68205-original.txt
George Jay Gould ,68208-original.txt
Earl Cranston ,68221-original.txt
Walden Joyce Fitzgerald Gamble Reame Johnson Durrell Bentley ,68221-original.txt
Wilding ,68221-original.txt
Earl Cranston ,68221-original.txt
Hunt ,68221-original.txt
Lexow ,68223-original.txt
Andrews ,68223-original.txt
Lexow ,68223-original.txt
Edgar M Tomlinson ,68223-original.txt
Andrew s ,68223-original.txt
William H Hale ,68224-original.txt
Divver ,68224-original.txt
Whitworth ,72074_original.txt
Allison ,72074_original.txt
Whit ,72074_original.txt
George K Whitworth ,72074_original.txt
Allison ,72074_original.txt
Whit ,72074_original.txt
Whitworth ,72074_original.txt
Whitworth ,72074_original.txt
Allison ,72074_original.txt
Allison ,72074_original.txt
Alli ,72074_original.txt
Whit ,72074_original.txt
Allison ,72074_original.txt
Allison ,72074_original.txt
Whitworth ,72074_original.txt
George Chaffee ,72075_original.txt
Chaffee ,72075_original.txt
Drs Cavanagh ,72075_original.txt
Mitchell ,72075_original.txt
Clark Bell ,72075_original.txt
Chaffee Lawyer A Dailey ,72075_original.txt
William L Strong ,72086_original.txt
Andrew H Green ,72088_original.txt
Green R L Flyer ,72088_original.txt
Buffalo William Hamilton ,72088_original.txt
John M Bowers ,72088_original.txt
Green ,72088_original.txt
Gresham ,72088_original.txt
Tom ,72089_original.txt
Haydon ,72090_original.txt
Mrs Charlotte H Haydon ,72090_original.txt
Frank A Wilkinson ,72090_original.txt
Charles A Haydon ,72090_original.txt
Wilkinson ,72090_original.txt
Fred Clare Bald ,72090_original.txt
Mrs Haydon ,72090_original.txt
SAMUEL R DAVIS ,72091_original.txt
Samuel R Davis ,72091_original.txt
Motorman James Kelly ,72091_original.txt
Davis ,72091_original.txt
Kelly ,72091_original.txt
McElroy ,72091_original.txt
Brugman ,72091_original.txt
Davis ,72091_original.txt
Simms ,72091_original.txt
Daviss ,72091_original.txt
Holcomb ,72092-Original.txt
Sedgwick ,72092-Original.txt
J Hood Wright ,72093-Original.txt
Daniel W Tallmadge ,72102-original.txt
Benja min Tallimadge ,72102-original.txt
John Y McKane ,72102-original.txt
McKane ,72102-original.txt
Harrison ,72102-original.txt
Fassett ,72102-original.txt
Tallimadge ,72102-original.txt
Peter Cooper Tiernan ,72102-original.txt
Daniel F Tiernan ,72102-original.txt
Peter Cooper ,72102-original.txt
Cooper ,72102-original.txt
Paul Tieman ,72102-original.txt
George William Sutton ,72102-original.txt
Sutton ,72102-original.txt
Chester Bushnell ,72102-original.txt
Bushnell ,72102-original.txt
Alice Welles ,72102-original.txt
Welles ,72102-original.txt
Lippincott ,72104-original.txt
Lippincott ,72104-original.txt
Stevens ,72104-original.txt
Michael J O Donnell ,72104-original.txt
Stevens ,72104-original.txt
O Donnell ,72104-original.txt
Josephus Daniels ,72105-original.txt
Daniels ,72105-original.txt
Maxwell ,72106-original.txt
Maxwell ,72106-original.txt
Gen Maxwell ,72106-original.txt
Springer ,72107-original.txt
Springer ,72107-original.txt
Springer ,72107-original.txt
Springer ,72107-original.txt
Springer ,72107-original.txt
Herbert ,72108-original.txt
Capt Bainbridge Hoff ,72108-original.txt
Charles Lanier Mrs Augustin Daly ,72116-original.txt
Francis Higginson ,72116-original.txt
Mrs Charles de Rham Jr ,72116-original.txt
James R Read ,72121-original.txt
Lacombe ,72121-original.txt
Sam uel B Lawrence ,72121-original.txt
Samuel Lewis ,72130-original.txt
George H Passey ,72137-original.txt
Horace Craighead ,72137-original.txt
Craighead ,72137-original.txt
Passey ,72137-original.txt
Passey ,72137-original.txt
GALLO ,72138-original.txt
George Seymour of Hobo ken ,72138-original.txt
Donato Galle ,72138-original.txt
Gallo ,72138-original.txt
Winfield ,72138-original.txt
Seymour ,72138-original.txt
Winfield ,72138-original.txt
Winfield ,72138-original.txt
Seymour ,72138-original.txt
Winfield ,72138-original.txt
Hudspeth ,72138-original.txt
Gallo ,72138-original.txt
Martin ,72139-original.txt
Hocker ,72140-original.txt
Jacob Dumfelser ,72141-original.txt
William ,72141-original.txt
Dumfelser ,72141-original.txt
Pottinger ,72142-original.txt
Chester ,72142-original.txt
Chester ,72142-original.txt
Dreyfuss ,72143-original.txt
Drey ,72143-original.txt
Palmer Campbell ,72143-original.txt
Kiku Oyama ,72145-original.txt
James McGinnis ,72146-original.txt
McGinnis ,72146-original.txt
McGinnis ,72146-original.txt
Bates ,72172-original.txt
Bates ,72172-original.txt
Bates ,72172-original.txt
Jennie Watkins ,72172-original.txt
Rainsford ,72173-Original.txt
William S Rainsford ,72173-Original.txt
MR AND MRS PEARSALLS ,72175-Original.txt
Thomas E Pearsall ,72175-Original.txt
Smith Richardson ,72178-Original.txt
Richardson ,72178-Original.txt
John Erickson ,72179-Original.txt
John S Menaghs ,72183-Original.txt
W H Chidester ,72183-Original.txt
Menaghs ,72183-Original.txt
Chidester ,72183-Original.txt
Mrs Chidester ,72183-Original.txt
James Smith ,72183-Original.txt
Crane ,72183-Original.txt
Paltiel R Bomisler ,72183-Original.txt
Hal ,72183-Original.txt
Schieren ,72184-Original.txt
Augustus K Sloan ,72184-Original.txt
Charles I Tiffany Mayor Charles A Schieren ,72184-Original.txt
William L Strong ,72184-Original.txt
Franklin Bartlett Charles Stewart Smith ,72184-Original.txt
Frederic Taylor ,72184-Original.txt
Schieren ,72184-Original.txt
Schieren ,72184-Original.txt
Frankin Bartlet ,72184-Original.txt
Noah Davis David C Dodd ,72184-Original.txt
John W Brocon Charles Stewart Smith ,72184-Original.txt
Louis E Bomeister ,72184-Original.txt
Jay Hicks ,72185-Original.txt
Ranchman Meyers ,72185-Original.txt
Hicks ,72185-Original.txt
Stanley Evill ,72186-Original.txt
Stanley ,72186-Original.txt
Stanley ,72186-Original.txt
SCHAEFER ,72188-Original.txt
Wizard Jacob Schaefer ,72188-Original.txt
Frank Ives ,72188-Original.txt
Napoleon ,72188-Original.txt
Ives ,72188-Original.txt
Schaefer ,72188-Original.txt
Schaefer ,72188-Original.txt
Ives ,72188-Original.txt
Schaefer ,72188-Original.txt
Vignaux ,72188-Original.txt
Vig ,72188-Original.txt
Ives ,72188-Original.txt
Schaefer ,72188-Original.txt
Napoleon ,72188-Original.txt
Schaefer ,72188-Original.txt
Ives ,72188-Original.txt
Schaefer ,72188-Original.txt
Young Napoleon ,72188-Original.txt
Schaefer ,72188-Original.txt
Schaefer ,72188-Original.txt
Ives ,72188-Original.txt
Schaefer ,72188-Original.txt
Young Napoleon ,72188-Original.txt
Schaefer ,72188-Original.txt
Ives ,72188-Original.txt
Ives ,72188-Original.txt
William Applegate ,72189-Original.txt
Applegate ,72189-Original.txt
William Dalton ,72189-Original.txt
McNallys ,72189-Original.txt
Murphy ,72189-Original.txt
Murphy ,72189-Original.txt
Hamilton ,72192-Original.txt
Pierrepont ,72192-Original.txt
Kate Kearney ,72192-Original.txt
Kearney ,72192-Original.txt
John Kelly ,72194-Original.txt
Leonard Kalish ,72194-Original.txt
Alfred S Haughton ,72195-Original.txt
Quigley ,72195-Original.txt
Haughton ,72195-Original.txt
WILSON ,72202-Original.txt
WILSON ,72202-Original.txt
WILSON ,72202-Original.txt
CLEVE ,72202-Original.txt
WILSON ,72202-Original.txt
Hon THOMAS BRACKETT ,72205-Original.txt
Falmonth ,72205-Original.txt
ELIAS CARR ,72206-Original.txt
Hon THOMAS JEFFERSON JARVIS ,72206-Original.txt
CARR ,72206-Original.txt
PEFFER ,72206-Original.txt
STEWART ,72206-Original.txt
Hon BILL COOK ,72207-Original.txt
Hon BILL COOK ,72207-Original.txt
Hon J B McCULLAGH ,72208-Original.txt
Barnum ,72217-Original.txt
JESSE LAPORTE ,72217-Original.txt
Daly ,72230-Original.txt
Ingraham ,72235-Original.txt
Charles A Parkinson Felix Hugh Clark George Smith ,72235-Original.txt
james W knapp ,72236-Original.txt
Josephine woram ,72240-Original.txt
Charles ,72240-Original.txt
Bentley ,72240-Original.txt
Meyer ,72240-Original.txt
william campbell ,72240-Original.txt
Meyer ,72240-Original.txt
meyer ,72240-Original.txt
Byrnes ,72241-Original.txt
Byrnes ,72241-Original.txt
Byrnes ,72241-Original.txt
gillman ,72242-Original.txt
Jasper ,72243-Original.txt
Beneville ,72243-Original.txt
Wentworth ,72252-Original.txt
Barrett ,72252-Original.txt
William P Wentworth ,72252-Original.txt
Wentworth ,72252-Original.txt
Adam Schnorr ,72256-Original.txt
Philip Hichborn ,72260-Original.txt
Hichborns ,72260-Original.txt
PARKHURST ,72265-Original.txt
Lexow ,72265-Original.txt
Parkhurst ,72265-Original.txt
Byrnes ,72265-Original.txt
Byrnes ,72265-Original.txt
De Lancey Nicoll ,72265-Original.txt
Byrnes ,72265-Original.txt
Byrnes ,72265-Original.txt
Parkhurst ,72265-Original.txt
Byrnes ,72265-Original.txt
Parkhurst ,72265-Original.txt
Byrnes ,72265-Original.txt
Parkhurst ,72265-Original.txt
Byrnes ,72265-Original.txt
Fitch ,72266-Original.txt
Fitch ,72266-Original.txt
Fitch ,72266-Original.txt
Fellowss ,72266-Original.txt
Daniel Butterfield ,72267-Original.txt
Morton ,72267-Original.txt
John Murray Mitchell ,72267-Original.txt
James J Walsh ,72267-Original.txt
Robb ,72268-Original.txt
Julius Schroeder ,72268-Original.txt
Robb ,72268-Original.txt
Schroeder ,72268-Original.txt
Cullen ,72268-Original.txt
Robb ,72269-Original.txt
Schroeder ,72269-Original.txt
Robb ,72269-Original.txt
Schroeder ,72269-Original.txt
Cullen ,72269-Original.txt
Gravesend John Y McKane ,72271-Original.txt
Brown ,72271-Original.txt
Brown ,72271-Original.txt
McKane ,72271-Original.txt
Brown ,72271-Original.txt
